AlCrMoTaTiZr,AlCrMoTaTiZr,BMG,[90],6.6,-16.1,8.8,2,2.2,4.7,1.8,1,7.2
AlCrTaTiZr,AlCrTaTiZr,BMG,[91],7.1,-20,9.7,1.4,2.5,4.4,2,1.2,6.9
AlCuFeNdNi,Al15Cu10Fe5Nd60Ni10,BMG,[4],15.2,-27.4,22.6,0.5,1.9,4.8,2,7.4,18.1
AlCuFePr,Al12Cu3Fe30Pr55,BMG,[54],16.2,-12,22.4,1,0.9,4.7,2.1,7.3,20.3
AlCuHfNiTiZr,AlCuHfNiTiZr,IM,[92],9.4,-34.1,17.6,0.8,1.8,6,2,1.9,5.2
AlCuLaNi,Al14Cu10La66Ni10,BMG,[54],15.6,-27.8,24.3,0.4,2.5,4.5,2,8.1,20.1
,Al25Cu5La55Ni15,BMG,[3],16.4,-35.4,23.5,0.3,4,4.5,2.2,7.4,18.6
,Al25Cu10La55Ni10,BMG,[3],16.2,-33.6,23.3,0.3,2.4,4.5,2.1,7.2,17.7
,Al25Cu15La55Ni5,BMG,[3],16.1,-31.9,23.2,0.3,2.1,4.6,2.1,7.2,17.1
AlCuNbNiZr,Al10Cu15Nb5Ni13Zr57,BMG,[3],10,-33.9,15.9,0.6,2,5.8,1.9,2.6,6.6
AlCuNiTiZr,Al10Cu20Ni8Ti5Zr57,BMG,[4],9.8,-31.5,15.8,0.6,2.1,5.8,1.9,2.6,5.6
,Al10Cu20Ni12Ti5Zr53,BMG,[54],10.3,-34.1,16.1,0.6,1.9,6,1.9,2.6,6
AlCuNiZr,Al7.5Cu17.5Ni10Zr65,BMG,[54],10,-32.2,16.1,0.5,2.3,5.8,1.9,2.8,6.1
,Al8Cu7Ni19Zr66,BMG,[54],10.1,-39.3,16.2,0.4,4.1,5.5,2,3,7.4
,Al8Cu12Ni14Zr66,BMG,[54],9.9,-35.4,16.1,0.4,2.8,5.6,2,2.8,6.6
AlCuNiZr(cont.),Al9Cu16Ni9Zr66,BMG,[54],9.7,-32.4,15.8,0.5,2.5,5.6,1.9,2.7,5.9
,Al10Cu15Ni10Zr65,BMG,[54],9.7,-33.9,15.8,0.5,2.5,5.5,2,2.7,6
AlCuYZr,Al7Cu46Y5Zr42,BMG,[55],12.5,-24.9,17.1,0.6,3.5,7.1,1.6,2.6,6.1
AlDyErNiTb,AlDyErNiTb,BMG,[93],13.7,-37.6,20.6,0.5,15.3,4.4,2.2,3.4,13.8
